url,category,issue,type,details
https://truongvietanh.com/bill-gates-cam-con-dung-dien-thoai-di-dong-truoc-14-tuoi/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bill-gates-cam-con-dung-dien-thoai-di-dong-truoc-14-tuoi/,SEO,Title Too Long,warning,Title is 87 characters (recommended: ≤60)
https://truongvietanh.com/bo-gd-dt-chi-xac-nhan-de-an-tuyen-sinh-rieng-phu-hop-voi-quy-dinh/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-gd-dt-chi-xac-nhan-de-an-tuyen-sinh-rieng-phu-hop-voi-quy-dinh/,SEO,Meta Description Too Short,warning,Description is 98 characters (recommended: 120-160)
https://truongvietanh.com/bo-gd-dt-chi-xac-nhan-de-an-tuyen-sinh-rieng-phu-hop-voi-quy-dinh/,SEO,Title Too Long,warning,Title is 65 characters (recommended: ≤60)
https://truongvietanh.com/bo-gd-dt-se-dieu-chinh-lich-thi-de-thi-thpt-quoc-gia/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-giao-duc-chinh-thuc-cong-bo-quy-che-thi-thpt-quoc-gia/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-giao-duc-chinh-thuc-cong-bo-quy-che-thi-thpt-quoc-gia/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bo-giao-duc-chinh-thuc-cong-bo-quy-che-thi-thpt-quoc-gia/,SEO,Title Too Long,warning,Title is 87 characters (recommended: ≤60)
https://truongvietanh.com/bo-giao-duc-khuyen-cao-thi-sinh-khi-dang-ky-truong-lon-diem-xet-tuyen-thap/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-giao-duc-khuyen-cao-thi-sinh-khi-dang-ky-truong-lon-diem-xet-tuyen-thap/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bo-giao-duc-khuyen-cao-thi-sinh-khi-dang-ky-truong-lon-diem-xet-tuyen-thap/,SEO,Title Too Long,warning,Title is 106 characters (recommended: ≤60)
https://truongvietanh.com/bo-giao-duc-sap-cong-bo-quy-che-thi-tuyen-sinh-nam-2015/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-giao-duc-sap-cong-bo-quy-che-thi-tuyen-sinh-nam-2015/,Performance,Moderate Response Time,warning,Page took 1582.12ms to respond (recommended: <1000ms)
https://truongvietanh.com/bo-giao-duc-se-cong-bo-de-mau-ky-thi-thpt-quoc-gia/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-giao-duc-se-cong-bo-de-mau-ky-thi-thpt-quoc-gia/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bo-giao-duc-se-cong-bo-de-mau-ky-thi-thpt-quoc-gia/,SEO,Title Too Long,warning,Title is 81 characters (recommended: ≤60)
https://truongvietanh.com/bo-giao-duc-trac-nghiem-toan-o-ta-moi-the-gioi-co-tu-lau/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-giao-duc-trac-nghiem-toan-o-ta-moi-the-gioi-co-tu-lau/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bo-giao-duc-trac-nghiem-toan-o-ta-moi-the-gioi-co-tu-lau/,SEO,Title Too Long,warning,Title is 91 characters (recommended: ≤60)
https://truongvietanh.com/bo-giao-duc-tuyen-duong-hai-hoc-sinh-dung-cam-bat-cuop/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-giao-duc-tuyen-duong-hai-hoc-sinh-dung-cam-bat-cuop/,Performance,Slow Response Time,error,Page took 4111.63ms to respond (recommended: <3000ms)
https://truongvietanh.com/bo-giao-duc-tuyen-duong-hai-hoc-sinh-dung-cam-bat-cuop/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bo-giao-duc-tuyen-duong-hai-hoc-sinh-dung-cam-bat-cuop/,SEO,Title Too Long,warning,Title is 85 characters (recommended: ≤60)
https://truongvietanh.com/bo-truong-giao-duc-de-nghi-truong-top-tren-xet-tuyen-cao-hon-muc-san/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-truong-giao-duc-de-nghi-truong-top-tren-xet-tuyen-cao-hon-muc-san/,Performance,Moderate Response Time,warning,Page took 1024.49ms to respond (recommended: <1000ms)
https://truongvietanh.com/bo-truong-giao-duc-de-nghi-truong-top-tren-xet-tuyen-cao-hon-muc-san/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bo-truong-giao-duc-de-nghi-truong-top-tren-xet-tuyen-cao-hon-muc-san/,SEO,Title Too Long,warning,Title is 99 characters (recommended: ≤60)
https://truongvietanh.com/bo-van-hoa-to-chuc-thi-tranh-anh-cho-hoc-sinh-sinh-vien/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bo-van-hoa-to-chuc-thi-tranh-anh-cho-hoc-sinh-sinh-vien/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bo-van-hoa-to-chuc-thi-tranh-anh-cho-hoc-sinh-sinh-vien/,SEO,Title Too Long,warning,Title is 87 characters (recommended: ≤60)
https://truongvietanh.com/bon-trai-nghiem-dang-de-xach-va-li-len-duong-du-hoc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/bon-trai-nghiem-dang-de-xach-va-li-len-duong-du-hoc/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/bon-trai-nghiem-dang-de-xach-va-li-len-duong-du-hoc/,SEO,Title Too Long,warning,Title is 82 characters (recommended: ≤60)
https://truongvietanh.com/bon-viec-nen-lam-khi-la-sinh-vien/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/brochure-tuyen-sinh-khoi-mam-non-nam-hoc-2019-2020/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/brochure-tuyen-sinh-khoi-mam-non-nam-hoc-2019-2020/,SEO,Title Too Long,warning,Title is 83 characters (recommended: ≤60)
https://truongvietanh.com/brochure-tuyen-sinh-khoi-tieu-hoc-nam-hoc-2019-2020/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/brochure-tuyen-sinh-khoi-tieu-hoc-nam-hoc-2019-2020/,Performance,Moderate Response Time,warning,Page took 2680.71ms to respond (recommended: <1000ms)
https://truongvietanh.com/brochure-tuyen-sinh-khoi-tieu-hoc-nam-hoc-2019-2020/,SEO,Title Too Long,warning,Title is 84 characters (recommended: ≤60)
https://truongvietanh.com/brochure-tuyen-sinh-khoi-trung-hoc-co-so-nam-hoc-2019-2020/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/brochure-tuyen-sinh-khoi-trung-hoc-co-so-nam-hoc-2019-2020/,Performance,Moderate Response Time,warning,Page took 1095.55ms to respond (recommended: <1000ms)
https://truongvietanh.com/brochure-tuyen-sinh-khoi-trung-hoc-co-so-nam-hoc-2019-2020/,SEO,Title Too Long,warning,Title is 91 characters (recommended: ≤60)
https://truongvietanh.com/brochure-tuyen-sinh-khoi-trung-hoc-pho-thong-nam-hoc-2019-2020/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/brochure-tuyen-sinh-khoi-trung-hoc-pho-thong-nam-hoc-2019-2020/,Performance,Moderate Response Time,warning,Page took 1738.89ms to respond (recommended: <1000ms)
https://truongvietanh.com/brochure-tuyen-sinh-khoi-trung-hoc-pho-thong-nam-hoc-2019-2020/,SEO,Title Too Long,warning,Title is 95 characters (recommended: ≤60)
https://truongvietanh.com/buc-thu-cua-tong-thong/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/buc-thu-cua-tong-thong/,Performance,Moderate Response Time,warning,Page took 1356.8ms to respond (recommended: <1000ms)
https://truongvietanh.com/buc-thu-cua-tong-thong/,SEO,Meta Description Too Long,warning,Description is 211 characters (recommended: ≤160)
https://truongvietanh.com/ca-si-nhom-one-direction-quyen-tien-giup-du-khach-gap-nan-o-viet-nam/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/ca-si-nhom-one-direction-quyen-tien-giup-du-khach-gap-nan-o-viet-nam/,Performance,Moderate Response Time,warning,Page took 2194.71ms to respond (recommended: <1000ms)
https://truongvietanh.com/ca-si-nhom-one-direction-quyen-tien-giup-du-khach-gap-nan-o-viet-nam/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/ca-si-nhom-one-direction-quyen-tien-giup-du-khach-gap-nan-o-viet-nam/,SEO,Title Too Long,warning,Title is 99 characters (recommended: ≤60)
https://truongvietanh.com/cac-ban-co-tim-thay-minh-trong-day-khong-viet-anh-prom-night-ngay-19-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cac-ban-co-tim-thay-minh-trong-day-khong-viet-anh-prom-night-ngay-19-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-ban-co-tim-thay-minh-trong-day-khong-viet-anh-prom-night-ngay-19-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 123 characters (recommended: ≤60)
https://truongvietanh.com/cac-ban-thay-do-an-cua-chung-ta-nhu-the-viet-anh-prom-night-ngay-19-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cac-ban-thay-do-an-cua-chung-ta-nhu-the-viet-anh-prom-night-ngay-19-thang-05-nam-2018/,Performance,Moderate Response Time,warning,Page took 1669.88ms to respond (recommended: <1000ms)
https://truongvietanh.com/cac-ban-thay-do-an-cua-chung-ta-nhu-the-viet-anh-prom-night-ngay-19-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-ban-thay-do-an-cua-chung-ta-nhu-the-viet-anh-prom-night-ngay-19-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 125 characters (recommended: ≤60)
https://truongvietanh.com/cac-buoc-de-dang-ky-du-hoc-thuy-dien/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cac-buoc-de-dang-ky-du-hoc-thuy-dien/,SEO,Meta Description Too Long,warning,Description is 326 characters (recommended: ≤160)
https://truongvietanh.com/cac-chuong-trinh-trong-trai-he-anh-ngu-canada/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cac-chuong-trinh-trong-trai-he-anh-ngu-canada/,Performance,Moderate Response Time,warning,Page took 2244.34ms to respond (recommended: <1000ms)
https://truongvietanh.com/cac-chuong-trinh-trong-trai-he-anh-ngu-canada/,SEO,Meta Description Too Long,warning,Description is 204 characters (recommended: ≤160)
https://truongvietanh.com/cac-dai-hoc-khong-duoc-ha-chi-tieu-tuyen-thang/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cac-dai-hoc-khong-duoc-ha-chi-tieu-tuyen-thang/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-dai-hoc-khong-duoc-ha-chi-tieu-tuyen-thang/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/cac-meo-hoc-tap-khi-du-hoc/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cac-meo-hoc-tap-khi-du-hoc/,Performance,Moderate Response Time,warning,Page took 1074.65ms to respond (recommended: <1000ms)
https://truongvietanh.com/cac-meo-hoc-tap-khi-du-hoc/,SEO,Meta Description Too Long,warning,Description is 210 characters (recommended: ≤160)
https://truongvietanh.com/cac-meo-hoc-tap-khi-du-hoc/,SEO,Title Too Short,warning,Title is 26 characters (recommended: 30-60)
https://truongvietanh.com/cac-nuoc-thi-tot-nghiep-va-tuyen-sinh-dai-hoc-the-nao/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cac-nuoc-thi-tot-nghiep-va-tuyen-sinh-dai-hoc-the-nao/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-nuoc-thi-tot-nghiep-va-tuyen-sinh-dai-hoc-the-nao/,SEO,Title Too Long,warning,Title is 84 characters (recommended: ≤60)
https://truongvietanh.com/cac-phuong-tien-giao-thong-khi-du-hoc/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cac-phuong-tien-giao-thong-khi-du-hoc/,Performance,Moderate Response Time,warning,Page took 1219.3ms to respond (recommended: <1000ms)
https://truongvietanh.com/cac-phuong-tien-giao-thong-khi-du-hoc/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-phuong-tien-giao-thong-khi-du-hoc/,SEO,Title Too Long,warning,Title is 68 characters (recommended: ≤60)
https://truongvietanh.com/cac-tinh-thanh-deu-co-cum-thi-thpt-quoc-gia/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cac-tinh-thanh-deu-co-cum-thi-thpt-quoc-gia/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-tinh-thanh-deu-co-cum-thi-thpt-quoc-gia/,SEO,Title Too Long,warning,Title is 74 characters (recommended: ≤60)
https://truongvietanh.com/cac-tinh-yeu-da-san-sang-tham-du-prom-night-chua-nhi-ngay-18-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cac-tinh-yeu-da-san-sang-tham-du-prom-night-chua-nhi-ngay-18-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-tinh-yeu-da-san-sang-tham-du-prom-night-chua-nhi-ngay-18-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 115 characters (recommended: ≤60)
https://truongvietanh.com/cac-truong-dai-hoc-lon-nhat-the-gioi/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cac-truong-dai-hoc-lon-nhat-the-gioi/,Performance,Moderate Response Time,warning,Page took 1678.15ms to respond (recommended: <1000ms)
https://truongvietanh.com/cac-truong-dai-hoc-lon-nhat-the-gioi/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-truong-dai-hoc-lon-nhat-the-gioi/,SEO,Title Too Long,warning,Title is 67 characters (recommended: ≤60)
https://truongvietanh.com/cac-truong-hoc-co-hoc-phi-tu-400-500-trieu-dong/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cac-truong-hoc-co-hoc-phi-tu-400-500-trieu-dong/,Performance,Moderate Response Time,warning,Page took 1193.37ms to respond (recommended: <1000ms)
https://truongvietanh.com/cac-truong-hoc-co-hoc-phi-tu-400-500-trieu-dong/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cac-truong-hoc-co-hoc-phi-tu-400-500-trieu-dong/,SEO,Title Too Long,warning,Title is 80 characters (recommended: ≤60)
https://truongvietanh.com/cach-chon-cho-o-khi-du-hoc-canada/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cach-chon-truong-dai-hoc-khi-du-hoc-anh/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cach-chon-truong-dai-hoc-khi-du-hoc-anh/,Performance,Moderate Response Time,warning,Page took 1600.08ms to respond (recommended: <1000ms)
https://truongvietanh.com/cach-chon-truong-dai-hoc-khi-du-hoc-anh/,SEO,Meta Description Too Long,warning,Description is 252 characters (recommended: ≤160)
https://truongvietanh.com/cach-de-hoc-gioi-10-buoc-tao-hung-thu-trong-hoc-tap/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cach-de-hoc-gioi-10-buoc-tao-hung-thu-trong-hoc-tap/,SEO,Meta Description Too Long,warning,Description is 211 characters (recommended: ≤160)
https://truongvietanh.com/cach-doc-sach-hieu-qua/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cach-doc-sach-hieu-qua/,SEO,Meta Description Too Long,warning,Description is 184 characters (recommended: ≤160)
https://truongvietanh.com/cach-ghi-chep-hieu-qua/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cach-ghi-chep-hieu-qua/,Performance,Moderate Response Time,warning,Page took 1491.01ms to respond (recommended: <1000ms)
https://truongvietanh.com/cach-ghi-chep-hieu-qua/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cach-giup-hoc-sinh-no-luc-hoc-tap/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cach-giup-hoc-sinh-no-luc-hoc-tap/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/cach-giup-hoc-sinh-no-luc-hoc-tap/,SEO,Title Too Long,warning,Title is 64 characters (recommended: ≤60)
https://truongvietanh.com/cach-hoc-de-nang-cao-hieu-qua-hoc-tap/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/cach-hoc-de-nang-cao-hieu-qua-hoc-tap/,SEO,Meta Description Too Long,warning,Description is 172 characters (recommended: ≤160)
https://truongvietanh.com/cach-hoc-gioi-mon-toan-lop-10-hieu-qua/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/cach-hoc-gioi-mon-toan-lop-10-hieu-qua/,Performance,Moderate Response Time,warning,Page took 1318.41ms to respond (recommended: <1000ms)
https://truongvietanh.com/cach-hoc-gioi-mon-toan-lop-10-hieu-qua/,Technical,Canonical URL Different,warning,Canonical points to: https://truongvietanh.com/cach-hoc-toan-lop-10-hieu-qua/
https://truongvietanh.com/cach-hoc-gioi-toan/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
